Ref. no.,MedConTaCCt_ref,no_of_artifacts,Archaeological excavation,Interpretation of the context,Site,GEO1: town/city/site,GEOCoordinates1,GEOCoordinates2,GEO2_province_region,GEO3_Country,Mining_District,Mine/outcrop,OutcropCoordinates1,OutcropCoordinates2,Main ore,Material,Type_of_object,Typology,Stamps/seals/marks,Period,Chron_production_1,Chron_production_2,Chron_arch_context_1,Chron_arch_context_2,XRF,XRD,RX-EDS,ID-TIMS,TIMS,ICP-MS,LA-ICP-MS,MC-ICP-MS,206Pb/204Pb,SD/ERROR,207Pb/204Pb,SD/ERROR1,208Pb/204Pb,SD/ERROR2,207Pb/206Pb,SD/ERROR3,208Pb/206Pb,SD/ERROR4,tmod,mu12,kappa12,Lab. Analysis,Reference archaeometric publication,Observations
SA-03,LEAD00686,1,Sanisera camp ,,Sanisera camp ,Es Mercadal,40.06978,4.08759,Baleares,Spain,,,,,,Lead,Sling bullet,,,Roman Republic,-100,-80,,,,,,,,,,X,18.732,0.0003,15.68,0.00028,39.008,0.00075,0.83707,<0.00001,2.0824,0.00002,72,9.65,0.82,"ï»¿Royal Holloway, University of London.",Muller et al. 2015: 473-485,
SA-07,LEAD00687,1,Sanisera camp ,,Sanisera camp ,Es Mercadal,40.06978,4.08759,Baleares,Spain,,,,,,Lead,Sling bullet,,,Roman Republic,-100,-80,,,,,,,,,,X,18.727,0.0002,15.679,0.00022,39.002,0.00062,0.83725,<0.00000,2.0826,0.00002,74,9.65,0.82,"ï»¿Royal Holloway, University of London.",Muller et al. 2015: 473-485,
SA-12,LEAD00688,1,Sanisera camp ,,Sanisera camp ,Es Mercadal,40.06978,4.08759,Baleares,Spain,,,,,,Lead,Sling bullet,,,Roman Republic,-100,-80,,,,,,,,,,X,18.722,0.00069,15.678,0.00059,38.99,0.00153,0.8374,<0.00001,2.0828,0.00002,76,9.64,0.82,"ï»¿Royal Holloway, University of London.",Muller et al. 2015: 473-485,
SA-13,LEAD00689,1,Sanisera camp ,,Sanisera camp ,Es Mercadal,40.06978,4.08759,Baleares,Spain,,,,,,Lead,Sling bullet,,,Roman Republic,-120,-100,,,,,,,,,,X,18.729,0.00044,15.678,0.00039,39.005,0.00105,0.83713,<0.00001,2.0825,0.00001,71,9.65,0.82,"ï»¿Royal Holloway, University of London.",Muller et al. 2015: 473-485,
SA-16,LEAD00690,1,Sanisera camp ,,Sanisera camp ,Es Mercadal,40.06978,4.08759,Baleares,Spain,,,,,,Lead,Ring,,,Roman Republic,-100,-80,,,,,,,,,,X,18.725,0.00051,15.678,0.00043,39,0.00117,0.83727,<0.00001,2.0827,0.00001,74,9.64,0.82,"ï»¿Royal Holloway, University of London.",Muller et al. 2015: 473-485,
SA-19,LEAD00691,1,Sanisera camp ,,Sanisera camp ,Es Mercadal,40.06978,4.08759,Baleares,Spain,,,,,,Lead,Sling bullet,,,Roman Republic,-120,-75,,,,,,,,,,X,18.721,0.00047,15.677,0.00043,38.995,0.00102,0.83739,<0.00001,2.0828,0.00001,75,9.64,0.82,"ï»¿Royal Holloway, University of London.",Muller et al. 2015: 473-485,
SA-23,LEAD00692,1,Sanisera camp ,,Sanisera camp ,Es Mercadal,40.06978,4.08759,Baleares,Spain,,,,,,Lead,Sling bullet,,,Roman Republic,-100,-80,,,,,,,,,,X,18.729,0.0003,15.679,0.00027,39.004,0.00081,0.8371,0.00001,2.0824,0.00003,73,9.65,0.82,"ï»¿Royal Holloway, University of London.",Muller et al. 2015: 473-485,
SA-24,LEAD00693,1,Sanisera camp ,,Sanisera camp ,Es Mercadal,40.06978,4.08759,Baleares,Spain,,,,,,Lead,Ring,,,Roman Republic,-100,-80,,,,,,,,,,X,18.733,0.00048,15.678,0.0004,39.014,0.00106,0.83695,<0.00001,2.0826,0.00002,68,9.65,0.82,"ï»¿Royal Holloway, University of London.",Muller et al. 2015: 473-485,
SA-25,LEAD00694,1,Sanisera camp ,,Sanisera camp ,Es Mercadal,40.06978,4.08759,Baleares,Spain,,,,,,Lead,Sling bullet,,,Roman Republic,-100,-80,,,,,,,,,,X,18.736,0.00027,15.679,0.00026,39.012,0.0008,0.83686,<0.00001,2.0821,0.00002,67,9.66,0.82,"ï»¿Royal Holloway, University of London.",Muller et al. 2015: 473-485,
SA-33,LEAD00695,1,Sanisera camp ,,Sanisera camp ,Es Mercadal,40.06978,4.08759,Baleares,Spain,,,,,,Lead,Slag / Melting waste,,,Roman Republic,-100,-80,,,,,,,,,,X,18.719,0.00021,15.678,0.00022,38.994,0.00058,0.83755,<0.00001,2.083,0.00001,78,9.64,0.82,"ï»¿Royal Holloway, University of London.",Muller et al. 2015: 473-485,
SA-40,LEAD00696,1,Sanisera camp ,,Sanisera camp ,Es Mercadal,40.06978,4.08759,Baleares,Spain,,,,,,Lead,Slag / Melting waste,,,Roman Republic,-100,-80,,,,,,,,,,X,18.715,0.00042,15.68,0.00038,38.989,0.00109,0.83784,<0.00001,2.0832,0.00002,85,9.63,0.82,"ï»¿Royal Holloway, University of London.",Muller et al. 2015: 473-485,
SA-49,LEAD00697,1,Sanisera camp ,,Sanisera camp ,Es Mercadal,40.06978,4.08759,Baleares,Spain,,,,,,Lead,Sling bullet,,,Roman Republic,-100,-80,,,,,,,,,,X,18.731,0.00029,15.679,0.00029,39.006,0.0008,0.83705,<0.00001,2.0823,0.00002,71,9.65,0.82,"ï»¿Royal Holloway, University of London.",Muller et al. 2015: 473-485,
SA-50,LEAD00698,1,Sanisera camp ,,Sanisera camp ,Es Mercadal,40.06978,4.08759,Baleares,Spain,,,,,,Lead,Slag / Melting waste,,,Roman Republic,-100,-80,,,,,,,,,,X,18.732,0.00028,15.679,0.00028,39.008,0.00072,0.83703,<0.00001,2.0823,0.00002,70,9.65,0.82,"ï»¿Royal Holloway, University of London.",Muller et al. 2015: 473-485,
SA-51,LEAD00699,1,Sanisera camp ,,Sanisera camp ,Es Mercadal,40.06978,4.08759,Baleares,Spain,,,,,,Lead,Slag / Melting waste,,,Roman Republic,-100,-80,,,,,,,,,,X,18.739,0.00041,15.68,0.00034,39.016,0.00105,0.83678,<0.00001,2.0821,0.00002,67,9.66,0.82,"ï»¿Royal Holloway, University of London.",Muller et al. 2015: 473-485,
SA-55,LEAD00700,1,Sanisera location ,,Sanisera location ,Es Mercadal,40.06978,4.08759,Baleares,Spain,,,,,,Lead,Sling bullet,,,Roman Republic,-50,-50,,,,,,,,,,X,18.683,0.00052,15.672,0.00047,38.942,0.00123,0.83888,<0.00001,2.0843,0.00002,93,9.6,0.82,"ï»¿Royal Holloway, University of London.",Muller et al. 2015: 473-485,
SA-56,LEAD00701,1,Sanisera location ,,Sanisera location ,Es Mercadal,40.06978,4.08759,Baleares,Spain,,,,,,Lead,Sling bullet,,,Roman Republic,-50,-50,,,,,,,,,,X,18.841,0.00021,15.683,0.00025,38.852,0.00061,0.83237,<0.00001,2.062,0.00002,-3,9.77,0.8,"ï»¿Royal Holloway, University of London.",Muller et al. 2015: 473-485,
SA-57,LEAD00702,1,Sanisera location ,,Sanisera location ,Es Mercadal,40.06978,4.08759,Baleares,Spain,,,,,,Lead,Sling bullet,,,Roman Republic,-50,-50,,,,,,,,,,X,18.722,0.00053,15.678,0.00046,38.997,0.00128,0.83736,<0.00001,2.0828,0.00002,76,9.64,0.82,"ï»¿Royal Holloway, University of London.",Muller et al. 2015: 473-485,
SA-58,LEAD00703,1,Sanisera location ,,Sanisera location ,Es Mercadal,40.06978,4.08759,Baleares,Spain,,,,,,Lead,Sling bullet,,,Roman Republic,-50,-50,,,,,,,,,,X,18.727,0.00047,15.678,0.00041,39.004,0.00109,0.83719,<0.00001,2.0827,0.00002,72,9.65,0.82,"ï»¿Royal Holloway, University of London.",Muller et al. 2015: 473-485,
SA-52,LEAD00704,1,Es Pujol Antic ,,Es Pujol Antic ,Monzon,41.91038,0.19404,Huesca,Spain,,,,,,Lead,Sling bullet,,,Roman Republic,-120,-50,,,,,,,,,,X,18.731,0.00039,15.678,0.00033,39.008,0.00086,0.83705,<0.00001,2.0825,0.00001,69,9.65,0.82,"ï»¿Royal Holloway, University of London.",Muller et al. 2015: 473-485,
MO-01,LEAD00705,1,Cerro de de Alegria,,Cerro de Alegria,Monzon,41.90919,0.19213,Huesca,Spain,,,,,,Lead,Sling bullet,,,Roman Republic,-80,-80,,,,,,,,,,X,18.604,0.00023,15.678,0.00026,38.846,0.00066,0.84274,<0.00001,2.088,0.00002,164,9.51,0.82,"ï»¿Royal Holloway, University of London.",Muller et al. 2015: 473-485,
MO-04,LEAD00706,1,Cerro de de Alegria,,Cerro de Alegria,Monzon,41.90919,0.19213,Huesca,Spain,,,,,,Lead,Sling bullet,,,Roman Republic,-80,-80,,,,,,,,,,X,18.678,0.00025,15.678,0.00023,38.924,0.00065,0.8394,0.00001,2.0839,0.00002,109,9.59,0.82,"ï»¿Royal Holloway, University of London.",Muller et al. 2015: 473-485,
MO-08,LEAD00707,1,Ripoll  ,,Ripoll  ,Monzon,41.91038,0.19404,Huesca,Spain,,,,,,Lead,Sling bullet,,,Roman Republic,-80,-80,,,,,,,,,,X,18.702,0.00044,15.677,0.00041,38.974,0.00107,0.83828,<0.00001,2.0839,0.00002,89,9.62,0.82,"ï»¿Royal Holloway, University of London.",Muller et al. 2015: 473-485,
MO-09,LEAD00708,1,Ripoll  ,,Ripoll  ,Monzon,41.91038,0.19404,Huesca,Spain,,,,,,Lead,Sling bullet,,,Roman Republic,-80,-80,,,,,,,,,,X,18.534,0.00039,15.675,0.00031,38.757,0.00073,0.84579,<0.00001,2.0911,0.00002,210,9.43,0.83,"ï»¿Royal Holloway, University of London.",Muller et al. 2015: 473-485,
MO-14,LEAD00709,1,Cerro de Alegria,,Cerro de Alegria,Monzon,41.90919,0.19213,Huesca,Spain,,,,,,Lead,Sling bullet,,,Roman Republic,-80,-80,,,,,,,,,,X,18.654,0.00023,15.678,0.00021,38.909,0.00065,0.84043,<0.00001,2.0857,0.00002,127,9.57,0.82,"ï»¿Royal Holloway, University of London.",Muller et al. 2015: 473-485,
MO-15,LEAD00710,1,Cerro de Alegria,,Cerro de Alegria,Monzon,41.90919,0.19213,Huesca,Spain,,,,,,Lead,Sling bullet,,,Roman Republic,-80,-80,,,,,,,,,,X,18.615,0.00035,15.676,0.00031,38.86,0.00076,0.84213,<0.00000,2.0875,0.00001,152,9.52,0.82,"ï»¿Royal Holloway, University of London.",Muller et al. 2015: 473-485,
MÃ¼01-05,LEAD00711,1,Cerro de Balas,,Cerro de Balas,Ecija,37.54059,-5.07723,Sevilla,Spain,,,,,,Lead,Sling bullet,,,Roman Republic,-50,-50,,,,,,,,,,X,18.158,0.00033,15.608,0.00026,38.313,0.00076,0.85956,<0.00001,2.1098,0.00002,363,9,0.84,"ï»¿Royal Holloway, University of London.",Muller et al. 2015: 473-485,
MÃ¼04-17,LEAD00712,1,Cerro de Balas,,Cerro de Balas,Ecija,37.54059,-5.07723,Sevilla,Spain,,,,,,Lead,Sling bullet,,,Roman Republic,-50,-50,,,,,,,,,,X,18.321,0.00023,15.63,0.00024,38.473,0.00064,0.85313,<0.00001,2.0999,0.00002,283,9.18,0.83,"ï»¿Royal Holloway, University of London.",Muller et al. 2015: 473-485,
MÃ¼05-19,LEAD00713,1,Cerro de Balas,,Cerro de Balas,Ecija,37.54059,-5.07723,Sevilla,Spain,,,,,,Lead,Sling bullet,,,Roman Republic,-50,-50,,,,,,,,,,X,18.242,0.00021,15.618,0.00025,38.359,0.00069,0.85617,<0.00001,2.1028,0.00003,319,9.09,0.84,"ï»¿Royal Holloway, University of London.",Muller et al. 2015: 473-485,
MÃ¼08-46,LEAD00714,1,Cerro de Balas,,Cerro de Balas,Ecija,37.54059,-5.07723,Sevilla,Spain,,,,,,Lead,Sling bullet,,,Roman Republic,-50,-50,,,,,,,,,,X,18.208,0.00026,15.615,0.00026,38.37,0.00066,0.85761,<0.00001,2.1073,0.00002,339,9.05,0.84,"ï»¿Royal Holloway, University of London.",Muller et al. 2015: 473-485,
MÃ¼09-37,LEAD00715,1,Cerro de Balas,,Cerro de Balas,Ecija,37.54059,-5.07723,Sevilla,Spain,,,,,,Lead,Sling bullet,,,Roman Republic,-50,-50,,,,,,,,,,X,18.232,0.00058,15.618,0.00049,38.367,0.00126,0.85661,<0.00001,2.1042,0.00002,327,9.08,0.84,"ï»¿Royal Holloway, University of London.",Muller et al. 2015: 473-485,
MZ-01,LEAD00716,1,Numantia  ,,Numantia  ,Garray,41.81661,-2.44699,Soria,Spain,,,,,,Lead,Sling bullet,,,Roman Republic,-80,-70,,,,,,,,,,X,18.529,0.00048,15.658,0.00045,38.75,0.00113,0.84503,<0.00001,2.0913,0.00002,181,9.42,0.82,"ï»¿Royal Holloway, University of London.",Muller et al. 2015: 473-485,
MZ-02,LEAD00717,1,Numantia  ,,Numantia  ,Garray,41.81661,-2.44699,Soria,Spain,,,,,,Lead,Sling bullet,,,Roman Republic,-80,-70,,,,,,,,,,X,18.492,0.00043,15.649,0.00042,38.698,0.00102,0.84627,<0.00001,2.0926,0.00001,191,9.38,0.83,"ï»¿Royal Holloway, University of London.",Muller et al. 2015: 473-485,
MZ-03,LEAD00718,1,Numantia  ,,Numantia  ,Garray,41.81661,-2.44699,Soria,Spain,,,,,,Lead,Slag / Melting waste,,,Roman Republic,-80,-70,,,,,,,,,,X,18.456,0.00031,15.651,0.00028,38.655,0.00077,0.84802,<0.00001,2.0943,0.00002,222,9.34,0.83,"ï»¿Royal Holloway, University of London.",Muller et al. 2015: 473-485,
MZ-12,LEAD00719,1,Osuna  ,,Osuna  ,Osuna,37.23747,-5.10419,Sevilla,Spain,,,,,,Lead,Sling bullet,,,Roman Republic,-50,-50,,,,,,,,,,X,18.711,0.00035,15.677,0.00031,38.982,0.00076,0.83786,<0.00000,2.0834,0.00001,82,9.63,0.82,"ï»¿Royal Holloway, University of London.",Muller et al. 2015: 473-485,
MZ-13,LEAD00720,1,Osuna  ,,Osuna  ,Osuna,37.23747,-5.10419,Sevilla,Spain,,,,,,Lead,Sling bullet,,,Roman Republic,-50,-50,,,,,,,,,,X,18.619,0.00038,15.665,0.00036,38.865,0.00087,0.84138,<0.00001,2.0873,0.00001,127,9.52,0.82,"ï»¿Royal Holloway, University of London.",Muller et al. 2015: 473-485,
MZ-14,LEAD00721,1,Ategua  ,,Ategua  ,Cordoba,37.75519,-4.5727,Cordoba,Spain,,,,,,Lead,Sling bullet,,,Roman Republic,-50,-50,,,,,,,,,,X,18.229,0.00049,15.619,0.00044,38.359,0.00109,0.85679,<0.00001,2.1042,0.00002,331,9.08,0.84,"ï»¿Royal Holloway, University of London.",Muller et al. 2015: 473-485,
MZ-04,LEAD00722,1,Poggibonsi  ,,Poggibonsi  ,Siena,43.47048,11.14852,Tuscany,Italy,,,,,,Lead,Sling bullet,,,Roman Republic,-90,-90,,,,,,,,,,X,18.724,0.00044,15.678,0.00036,38.987,0.00101,0.83735,<0.00001,2.0822,0.00002,74,9.64,0.82,Ibercron,Muller et al. 2015: 473-485,
MZ-05,LEAD00723,1,Poggibonsi  ,,Poggibonsi  ,Siena,43.47048,11.14852,Tuscany,Italy,,,,,,Lead,Sling bullet,,,Roman Republic,-90,-90,,,,,,,,,,X,18.719,0.00026,15.679,0.00024,38.986,0.00068,0.83761,<0.00001,2.0826,0.00002,80,9.64,0.82,Ibercron,Muller et al. 2015: 473-485,
MZ-07,LEAD00724,1,Poggibonsi  ,,Poggibonsi  ,Siena,43.47048,11.14852,Tuscany,Italy,,,,,,Copper,Sling bullet,,,Roman Republic,-90,-90,,,,,,,,,,X,18.354,0.00045,15.663,0.00036,38.52,0.00103,0.85335,<0.00000,2.0987,0.00002,321,9.23,0.83,Ibercron,Muller et al. 2015: 473-485,
MZ-10,LEAD00725,1,Poggibonsi  ,,Poggibonsi  ,Siena,43.47048,11.14852,Tuscany,Italy,,,,,,Lead,Sling bullet,,,Roman Republic,-90,-90,,,,,,,,,,X,18.725,0.00038,15.677,0.00034,38.992,0.00094,0.83726,<0.00001,2.0823,0.00002,72,9.64,0.82,Ibercron,Muller et al. 2015: 473-485,
MZ-15,LEAD00726,1,Ascoli  ,,Ascoli  ,Ascoly,42.85225,13.59528,Marche,Italy,,,,,,Lead,Sling bullet,,,Roman Republic,-90,-90,,,,,,,,,,X,18.606,0.00047,15.663,0.00038,38.847,0.00106,0.84185,<0.00000,2.0878,0.00002,133,9.51,0.82,Ibercron,Muller et al. 2015: 473-485,
09 01,LEAD00727,1,,,Playa de Regla (wreck),Chipiona,36.73314,-6.43239,Cadiz,Spain,Sierra Morena ,Linares-La Carolina,38.10605,-3.65478,,Lead,Ingot,,Q. BIGVEI. F (1),Roman,,,,,,,,,X,,,,18.18,,15.559,,38.187,,0.8558,,2.1005,,252,9,0.83,"Goethe-UniversitÃ¤t, Frankfurt (Germany) ",Nesta et al. 2011: 191-207,
09 02,LEAD00728,1,,,Playa de Regla (wreck),Chipiona,36.73314,-6.43239,Cadiz,Spain,Sierra Morena ,Linares-La Carolina,38.10605,-3.65478,,Lead,Ingot,, Q. BIGVEI. F (1),Roman,,,,,,,,,X,,,,18.186,,15.565,,38.197,,0.85587,,2.1003,,259,9.01,0.83,"Goethe-UniversitÃ¤t, Frankfurt (Germany) ",Nesta et al. 2011: 191-207,
09 03,LEAD00729,1,,,Playa de Regla (wreck),Chipiona,36.73314,-6.43239,Cadiz,Spain,Sierra Morena ,Linares-La Carolina,38.10605,-3.65478,,Lead,Ingot,,Q. BIGVEI. F (1),Roman,,,,,,,,,X,,,,18.195,,15.57,,38.238,,0.85572,,2.1016,,262,9.02,0.83,"Goethe-UniversitÃ¤t, Frankfurt (Germany) ",Nesta et al. 2011: 191-207,
09 04,LEAD00730,1,,,Playa de Regla (wreck),Chipiona,36.73314,-6.43239,Cadiz,Spain,Sierra Morena ,Linares-La Carolina,38.10605,-3.65478,,Lead,Ingot,,Q. BIGVEI. F (2),Roman,,,,,,,,,X,,,,18.182,,15.554,,38.211,,0.85551,,2.1016,,240,9,0.83,"Goethe-UniversitÃ¤t, Frankfurt (Germany) ",Nesta et al. 2011: 191-207,
09 05,LEAD00731,1,,,Playa de Regla (wreck),Chipiona,36.73314,-6.43239,Cadiz,Spain,Sierra Morena ,Linares-La Carolina,38.10605,-3.65478,,Lead,Ingot,,Q. BIGVEI. F (2),Roman,,,,,,,,,X,,,,18.19,,15.567,,38.217,,0.8558,,2.101,,260,9.01,0.83,"Goethe-UniversitÃ¤t, Frankfurt (Germany) ",Nesta et al. 2011: 191-207,
09 06,LEAD00732,1,,,Playa de Regla (wreck),Chipiona,36.73314,-6.43239,Cadiz,Spain,Sierra Morena ,Linares-La Carolina,38.10605,-3.65478,,Lead,Ingot,,Q. BIGVEI. F (2),Roman,,,,,,,,,X,,,,18.194,,15.57,,38.231,,0.8558,,2.1013,,263,9.02,0.83,"Goethe-UniversitÃ¤t, Frankfurt (Germany) ",Nesta et al. 2011: 191-207,
09 07,LEAD00733,1,,,Playa de Regla (wreck),Chipiona,36.73314,-6.43239,Cadiz,Spain,Sierra Morena ,Linares-La Carolina,38.10605,-3.65478,,Lead,Ingot,,RVTILIORVM,Roman,,,,,,,,,X,,,,18.268,,15.659,,38.567,,0.85712,,2.1112,,377,9.14,0.84,"Goethe-UniversitÃ¤t, Frankfurt (Germany) ",Nesta et al. 2011: 191-207,
09 08,LEAD00734,1,,,Playa de Regla (wreck),Chipiona,36.73314,-6.43239,Cadiz,Spain,Sierra Morena ,Linares-La Carolina,38.10605,-3.65478,,Lead,Ingot,,RVTILIORVM,Roman,,,,,,,,,X,,,,18.228,,15.633,,38.535,,0.85675,,2.1121,,358,9.08,0.84,"Goethe-UniversitÃ¤t, Frankfurt (Germany) ",Nesta et al. 2011: 191-207,
09 09,LEAD00735,1,,,Playa de Regla (wreck),Chipiona,36.73314,-6.43239,Cadiz,Spain,Sierra Morena ,Linares-La Carolina,38.10605,-3.65478,,Lead,Ingot,,L.X. III LXXX,Roman,,,,,,,,,X,,,,18.26,,15.628,,38.609,,0.85587,,2.1145,,325,9.11,0.84,"Goethe-UniversitÃ¤t, Frankfurt (Germany) ",Nesta et al. 2011: 191-207,
09 10,LEAD00736,1,,,Playa de Regla (wreck),Chipiona,36.73314,-6.43239,Cadiz,Spain,Sierra Morena ,Linares-La Carolina,38.10605,-3.65478,,Lead,Ingot,,L.X. III LXXX,Roman,,,,,,,,,X,,,,18.236,,15.608,,38.552,,0.85594,,2.1141,,305,9.08,0.84,"Goethe-UniversitÃ¤t, Frankfurt (Germany) ",Nesta et al. 2011: 191-207,
CMP01.09.E36.6.9,LEAD00737,1,,,Castromaior,Portomarin,42.8317,-7.709,Galicia,Spain,,,,,,Silver,Coin / Token,Cyrenaica denarius,,Roman,-30,-30,,,,,,,,,X,,18.661,,15.678,,15.678,,0.84013,,2.0858,,,,,,Orejas et al. 2015: 232-257,
CMP01.9.R2.35.2,LEAD00738,1,,,Castromaior,Portomarin,42.8317,-7.709,Galicia,Spain,,,,,,Bronze,Coin / Token,Calagurris ae,,Roman,-30,20,,,,,,,,,X,,18.251,,15.632,,15.632,,0.85649,,2.1043,,,,,,Orejas et al. 2015: 232-257,
HF YC2,LEAD00739,1,Yacht Club No 2,,Marsala, Sicily,37.80049,12.46152, Sicily,Italy,,,,,,Lead,Undefined object,,,Roman,,,,,,,,,,,,,18.837,,,,,,0.8378,,2.08655,,,,,,OXALID,
HF YFC1,LEAD00740,1,Yacht Club No 2,,Marsala, Sicily,37.80049,12.46152, Sicily,Italy,,,,,,Lead,Undefined object,,,Roman,,,,,,,,,,,,,18.876,,,,,,0.83317,,2.06401,,,,,,OXALID,
MAK 1,LEAD00741,1,Punic ship,,Marsala, Sicily,37.80049,12.46152, Sicily,Italy,,,,,,Lead,Anchor,,,Roman,,,,,,,,,,,,,18.536,,,,,,0.84537,,2.09034,,,,,,OXALID,
PSC,LEAD00742,1,Punic ship,,Marsala, Sicily,37.80049,12.46152, Sicily,Italy,,,,,,Lead,Undefined object,,,Roman,,,,,,,,,,,,,18.713,,,,,,0.83715,,2.07636,,,,,,OXALID,
U 1141,LEAD00743,1,exc. 1981-86,,Castellano di Uscio,Uscio,44.41229,9.1688,Liguria,Italy,,,,,,Lead,Weight,,,Iron Age,,,,,,,,,,,,,18.742,,,,,,0.83686,,2.08056,,,,,,OXALID,
U 63144,LEAD00744,1,exc. 1974,,Castellano di Uscio,Uscio,44.41229,9.1688,Liguria,Italy,,,,,,Lead,Jewellery,,,Iron Age,,,,,,,,,,,,,18.406,,,,,,0.85182,,2.09527,,,,,,OXALID,
U 63146a,LEAD00745,1,exc. 1981-86,,Castellano di Uscio,Uscio,44.41229,9.1688,Liguria,Italy,,,,,,Lead,Undefined object,,,Iron Age,,,,,,,,,,,,,18.763,,,,,,0.83624,,2.07806,,,,,,OXALID,
U 63146b,LEAD00746,1,exc. 1981-86,,Castellano di Uscio,Uscio,44.41229,9.1688,Liguria,Italy,,,,,,Lead,Undefined object,,,Iron Age,,,,,,,,,,,,,18.8,,,,,,0.8371,,2.0822,,,,,,OXALID,
NA-1,LEAD00747,1,unknown,,Nuraghe Antigori,Sardinia,40.16665,8.9954,Sardinia,Italy,,,,,,Lead,Clamp / Staple,,,Nuragic,,,,,,,,,,,,,17.896,,,,,,0.87195,,2.1129,,,,,,OXALID,
NA-2,LEAD00748,1,unknown,,Nuraghe Antigori,Sardinia,40.16665,8.9954,Sardinia,Italy,,,,,,Lead,Clamp / Staple,,,Nuragic,,,,,,,,,,,,,17.873,,,,,,0.87389,,2.12012,,,,,,OXALID,
NA-3,LEAD00749,1,unknown,,Nuraghe Antigori,Sardinia,40.16665,8.9954,Sardinia,Italy,,,,,,Lead,Clamp / Staple,,,Nuragic,,,,,,,,,,,,,17.874,,,,,,0.87372,,2.11971,,,,,,OXALID,
NA-4,LEAD00750,1,unknown,,Nuraghe Antigori,Sardinia,40.16665,8.9954,Sardinia,Italy,,,,,,Lead,Clamp / Staple,,,Nuragic,,,,,,,,,,,,,17.866,,,,,,0.87398,,2.12005,,,,,,OXALID,
NA-5,LEAD00751,1,unknown,,Nuraghe Antigori,Sardinia,40.16665,8.9954,Sardinia,Italy,,,,,,Lead,Clamp / Staple,,,Nuragic,,,,,,,,,,,,,17.857,,,,,,0.87408,,2.11939,,,,,,OXALID,
NA-7,LEAD00752,1,unknown,,Nuraghe Antigori,Sardinia,40.16665,8.9954,Sardinia,Italy,,,,,,Lead,Clamp / Staple,,,Nuragic,,,,,,,,,,,,,17.871,,,,,,0.87349,,2.11833,,,,,,OXALID,
NA-8,LEAD00753,1,unknown,,Nuraghe Antigori,Sardinia,40.16665,8.9954,Sardinia,Italy,,,,,,Lead,Clamp / Staple,,,Nuragic,,,,,,,,,,,,,17.913,,,,,,0.87391,,2.12201,,,,,,OXALID,
NA-9,LEAD00754,1,unknown,,Nuraghe Antigori,Sardinia,40.16665,8.9954,Sardinia,Italy,,,,,,Lead,Clamp / Staple,,,Nuragic,,,,,,,,,,,,,17.937,,,,,,0.87037,,2.11218,,,,,,OXALID,
SARD 76/1,LEAD00755,1,unknown,,Nuraghe Antigori,Sardinia,40.16665,8.9954,Sardinia,Italy,,,,,,Lead,Tablet / Sheet,,,Nuragic,,,,,,,,,,,,,18.497,,,,,,0.84546,,2.08896,,,,,,OXALID,
SARD 76/2,LEAD00756,1,unknown,,Nuraghe Antigori,Sardinia,40.16665,8.9954,Sardinia,Italy,,,,,,Lead,Tablet / Sheet,,,Nuragic,,,,,,,,,,,,,18.623,,,,,,0.84592,,2.09092,,,,,,OXALID,
H FROST,LEAD00757,1,,,Grande Congloue,Archipel du Riou,43.17651,5.40176,Marselle,France,,,,,,Lead,Tablet / Sheet,,,Roman,,,,,,,,,,,,,18.817,,,,,,0.837,,2.07528,,,,,,OXALID,
XB-M-139,LEAD00758,1,Cova d'es Carritx,,Cova d'es Carritx,Ferreries,39.96884,4.00244,Baleares,Spain,,,,,,Lead,Bead,biconical,,Bronze Age,,,,,,,,,,,,,18.736,,15.71801,,39.00985,,0.83892,,2.08208,,144,9.67,0.82,Ibercron,OXALID,
14.7,LEAD00759,1,Penaloza,,Penaloza,Baños de La Encina,38.1721,-3.77347,Jaen,Spain,,,,,,Lead,Undefined object,,,Bronze Age,,,,,,,,,,,,,18.30496,,15.6846,,38.42596,,0.85685,,2.09921,,398,9.19,0.84,,OXALID,
22.063,LEAD00760,1,Penaloza,,Penaloza,Baños de La Encina,38.1721,-3.77347,Jaen,Spain,,,,,,Lead,Undefined object,,,Bronze Age,,,,,,,,,,,,,18.292,,15.66527,,38.36308,,0.8564,,2.09726,,370,9.16,0.84,,OXALID,
TDB/10,LEAD00761,1,Torre Dona Blanca,,Torre Dona Blanca mine,Torre Dona Blanca,36.52859,-6.28822,Cadiz,Spain,,,,,,Litharge,Archaeological litharge,,,,,,,,,,,,,,,,18.18,,15.63062,,38.20018,,0.85977,,2.10122,,390,9.03,0.84,,"OXALID, Hunt-Ortiz, 2003: 1188",
TDB/11,LEAD00762,1,Torre Dona Blanca,,Torre Dona Blanca mine,Torre Dona Blanca,36.52859,-6.28822,Cadiz,Spain,,,,,,Litharge,Archaeological litharge,,,,,,,,,,,,,,,,18.07897,,15.5176,,37.77398,,0.85832,,2.08939,,248,8.87,0.82,,"OXALID, Hunt-Ortiz, 2003: 1188",
TDB/12,LEAD00763,1,Torre Dona Blanca,,Torre Dona Blanca mine,Torre Dona Blanca,36.52859,-6.28822,Cadiz,Spain,,,,,,Litharge,Archaeological litharge,,,,,,,,,,,,,,,,18.20954,,15.66789,,38.31417,,0.86042,,2.10407,,436,9.08,0.84,,"OXALID, Hunt-Ortiz, 2003: 1188",
